pdf_name,image_name,image_path,result
39.pdf,39_42.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_42.jpeg,MDS
39.pdf,39_43.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_43.jpeg,MDS
39.pdf,39_44.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_44.jpeg,MDS
39.pdf,39_45.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_45.jpeg,MDS
39.pdf,39_46.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_46.jpeg,MDS
39.pdf,39_47.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_47.jpeg,MDS
39.pdf,39_48.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_48.jpeg,MDS
39.pdf,39_49.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_49.jpeg,MDS
39.pdf,39_50.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_50.jpeg,MDS
39.pdf,39_51.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_51.jpeg,MDS
39.pdf,39_52.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_52.jpeg,RFR Facility
39.pdf,39_53.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/39/39_53.jpeg,MDS
35.pdf,35_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_01.jpeg,Plan of Care (POC)
35.pdf,35_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_02.jpeg,Cognitive Questionnaire MD
35.pdf,35_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_03.jpeg,Cognitive Questionnaire MD
35.pdf,35_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_04.jpeg,MDS
35.pdf,35_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_05.jpeg,MDS
35.pdf,35_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_06.jpeg,MDS
35.pdf,35_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_07.jpeg,MDS
35.pdf,35_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_08.jpeg,MDS
35.pdf,35_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_09.jpeg,MDS
35.pdf,35_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_10.jpeg,MDS
35.pdf,35_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_11.jpeg,Plan of Care (POC)
35.pdf,35_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_12.jpeg,MDS
35.pdf,35_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_13.jpeg,MDS
35.pdf,35_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_14.jpeg,MDS
35.pdf,35_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_15.jpeg,MDS
35.pdf,35_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_16.jpeg,MDS
35.pdf,35_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_17.jpeg,Plan of Care (POC)
35.pdf,35_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_18.jpeg,MDS
35.pdf,35_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_19.jpeg,MDS
35.pdf,35_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_20.jpeg,MDS
35.pdf,35_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_21.jpeg,MDS
35.pdf,35_22.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_22.jpeg,MDS
35.pdf,35_23.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_23.jpeg,MDS
35.pdf,35_24.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_24.jpeg,MDS
35.pdf,35_25.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_25.jpeg,MDS
35.pdf,35_26.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_26.jpeg,MDS
35.pdf,35_27.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_27.jpeg,MDS
35.pdf,35_28.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_28.jpeg,Plan of Care (POC)
35.pdf,35_29.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_29.jpeg,Plan of Care (POC)
35.pdf,35_30.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_30.jpeg,Plan of Care (POC)
35.pdf,35_31.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_31.jpeg,MDS
35.pdf,35_32.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_32.jpeg,MDS
35.pdf,35_33.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_33.jpeg,MDS
35.pdf,35_34.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_34.jpeg,MDS
35.pdf,35_35.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_35.jpeg,RFR HHC
35.pdf,35_36.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_36.jpeg,MDS
35.pdf,35_37.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_37.jpeg,MDS
35.pdf,35_38.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_38.jpeg,MDS
35.pdf,35_39.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_39.jpeg,RFR HHC
35.pdf,35_40.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_40.jpeg,MDS
35.pdf,35_41.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_41.jpeg,Plan of Care (POC)
35.pdf,35_42.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_42.jpeg,MDS
35.pdf,35_43.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_43.jpeg,MDS
35.pdf,35_44.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_44.jpeg,MDS
35.pdf,35_45.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_45.jpeg,MDS
35.pdf,35_46.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_46.jpeg,MDS
35.pdf,35_47.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_47.jpeg,MDS
35.pdf,35_48.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_48.jpeg,MDS
35.pdf,35_49.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_49.jpeg,MDS
35.pdf,35_50.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_50.jpeg,MDS
35.pdf,35_51.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_51.jpeg,MDS
35.pdf,35_52.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_52.jpeg,MDS
35.pdf,35_53.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_53.jpeg,RFR Facility
35.pdf,35_54.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_54.jpeg,MDS
35.pdf,35_55.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_55.jpeg,Plan of Care (POC)
35.pdf,35_56.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_56.jpeg,Medication Administration Records (MAR)
35.pdf,35_57.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_57.jpeg,Medication Administration Records (MAR)
35.pdf,35_58.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_58.jpeg,Medication Administration Records (MAR)
35.pdf,35_59.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_59.jpeg,Medication Administration Records (MAR)
35.pdf,35_60.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_60.jpeg,Medication Administration Records (MAR)
35.pdf,35_61.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_61.jpeg,Medication Administration Records (MAR)
35.pdf,35_62.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_62.jpeg,Medication Administration Records (MAR)
35.pdf,35_63.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_63.jpeg,Medication Administration Records (MAR)
35.pdf,35_64.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_64.jpeg,Medication Administration Records (MAR)
35.pdf,35_65.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_65.jpeg,Medication Administration Records (MAR)
35.pdf,35_66.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_66.jpeg,Medication Administration Records (MAR)
35.pdf,35_67.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_67.jpeg,Medication Administration Records (MAR)
35.pdf,35_68.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_68.jpeg,Medication Administration Records (MAR)
35.pdf,35_69.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_69.jpeg,Medication Administration Records (MAR)
35.pdf,35_70.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/35/35_70.jpeg,Plan of Care (POC)
27.pdf,27_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_01.jpeg,RFR HHC
27.pdf,27_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_02.jpeg,RFR Facility
27.pdf,27_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_03.jpeg,RFR HHC
27.pdf,27_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_04.jpeg,RFR HHC
27.pdf,27_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_05.jpeg,Cognitive Questionnaire MD
27.pdf,27_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_06.jpeg,Cognitive Questionnaire MD
27.pdf,27_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_07.jpeg,Cognitive Questionnaire MD
27.pdf,27_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_08.jpeg,Cognitive Questionnaire MD
27.pdf,27_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_09.jpeg,RFR HHC
27.pdf,27_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_10.jpeg,RFR HHC
27.pdf,27_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_11.jpeg,RFR HHC
27.pdf,27_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_12.jpeg,RFR HHC
27.pdf,27_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_13.jpeg,Plan of Care (POC)
27.pdf,27_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_14.jpeg,RFR HHC
27.pdf,27_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_15.jpeg,RFR HHC
27.pdf,27_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_16.jpeg,RFR HHC
27.pdf,27_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_17.jpeg,Plan of Care (POC)
27.pdf,27_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_18.jpeg,Plan of Care (POC)
27.pdf,27_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_19.jpeg,Plan of Care (POC)
27.pdf,27_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_20.jpeg,Plan of Care (POC)
27.pdf,27_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/27/27_21.jpeg,RFR HHC
40.pdf,40_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_01.jpeg,MDS
40.pdf,40_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_02.jpeg,MDS
40.pdf,40_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_03.jpeg,MDS
40.pdf,40_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_04.jpeg,MDS
40.pdf,40_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_05.jpeg,MDS
40.pdf,40_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_06.jpeg,MDS
40.pdf,40_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_07.jpeg,RFR HHC
40.pdf,40_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_08.jpeg,Plan of Care (POC)
40.pdf,40_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_09.jpeg,Plan of Care (POC)
40.pdf,40_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_10.jpeg,MDS
40.pdf,40_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_11.jpeg,MDS
40.pdf,40_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_12.jpeg,MDS
40.pdf,40_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_13.jpeg,MDS
40.pdf,40_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_14.jpeg,RFR HHC
40.pdf,40_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_15.jpeg,MDS
40.pdf,40_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_16.jpeg,RFR HHC
40.pdf,40_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_17.jpeg,MDS
40.pdf,40_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_18.jpeg,MDS
40.pdf,40_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_19.jpeg,RFR HHC
40.pdf,40_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_20.jpeg,MDS
40.pdf,40_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_21.jpeg,MDS
40.pdf,40_22.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_22.jpeg,MDS
40.pdf,40_23.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_23.jpeg,MDS
40.pdf,40_24.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_24.jpeg,MDS
40.pdf,40_25.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_25.jpeg,MDS
40.pdf,40_26.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_26.jpeg,MDS
40.pdf,40_27.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_27.jpeg,MDS
40.pdf,40_28.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_28.jpeg,RFR HHC
40.pdf,40_29.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_29.jpeg,MDS
40.pdf,40_30.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_30.jpeg,MDS
40.pdf,40_31.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_31.jpeg,MDS
40.pdf,40_32.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_32.jpeg,Plan of Care (POC)
40.pdf,40_33.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_33.jpeg,MDS
40.pdf,40_34.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_34.jpeg,MDS
40.pdf,40_35.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_35.jpeg,RFR Facility
40.pdf,40_36.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_36.jpeg,MDS
40.pdf,40_37.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_37.jpeg,MDS
40.pdf,40_38.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_38.jpeg,MDS
40.pdf,40_39.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_39.jpeg,MDS
40.pdf,40_40.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_40.jpeg,MDS
40.pdf,40_41.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_41.jpeg,MDS
40.pdf,40_42.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_42.jpeg,MDS
40.pdf,40_43.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_43.jpeg,MDS
40.pdf,40_44.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_44.jpeg,Plan of Care (POC)
40.pdf,40_45.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_45.jpeg,MDS
40.pdf,40_46.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_46.jpeg,MDS
40.pdf,40_47.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_47.jpeg,MDS
40.pdf,40_48.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_48.jpeg,MDS
40.pdf,40_49.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_49.jpeg,MDS
40.pdf,40_50.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_50.jpeg,Plan of Care (POC)
40.pdf,40_51.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_51.jpeg,MDS
40.pdf,40_52.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_52.jpeg,MDS
40.pdf,40_53.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_53.jpeg,MDS
40.pdf,40_54.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_54.jpeg,MDS
40.pdf,40_55.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_55.jpeg,MDS
40.pdf,40_56.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_56.jpeg,MDS
40.pdf,40_57.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_57.jpeg,MDS
40.pdf,40_58.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_58.jpeg,MDS
40.pdf,40_59.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_59.jpeg,MDS
40.pdf,40_60.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_60.jpeg,MDS
40.pdf,40_61.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_61.jpeg,Plan of Care (POC)
40.pdf,40_62.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_62.jpeg,Plan of Care (POC)
40.pdf,40_63.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_63.jpeg,Plan of Care (POC)
40.pdf,40_64.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_64.jpeg,MDS
40.pdf,40_65.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_65.jpeg,MDS
40.pdf,40_66.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_66.jpeg,MDS
40.pdf,40_67.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_67.jpeg,MDS
40.pdf,40_68.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_68.jpeg,RFR HHC
40.pdf,40_69.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_69.jpeg,MDS
40.pdf,40_70.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_70.jpeg,MDS
40.pdf,40_71.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_71.jpeg,MDS
40.pdf,40_72.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_72.jpeg,RFR HHC
40.pdf,40_73.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_73.jpeg,MDS
40.pdf,40_74.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_74.jpeg,MDS
40.pdf,40_75.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_75.jpeg,MDS
40.pdf,40_76.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_76.jpeg,MDS
40.pdf,40_77.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_77.jpeg,MDS
40.pdf,40_78.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_78.jpeg,MDS
40.pdf,40_79.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_79.jpeg,MDS
40.pdf,40_80.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_80.jpeg,MDS
40.pdf,40_81.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_81.jpeg,RFR HHC
40.pdf,40_82.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_82.jpeg,MDS
40.pdf,40_83.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_83.jpeg,MDS
40.pdf,40_84.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_84.jpeg,MDS
40.pdf,40_85.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_85.jpeg,MDS
40.pdf,40_86.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_86.jpeg,RFR Facility
40.pdf,40_87.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/40/40_87.jpeg,MDS
25.pdf,25_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/25/25_01.jpeg,RFR Facility
25.pdf,25_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/25/25_02.jpeg,RFR HHC
25.pdf,25_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/25/25_03.jpeg,Cognitive Questionnaire MD
25.pdf,25_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/25/25_04.jpeg,Cognitive Questionnaire MD
25.pdf,25_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/25/25_05.jpeg,Cognitive Questionnaire MD
25.pdf,25_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/25/25_06.jpeg,RFR HHC
12.pdf,12_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_01.jpeg,Plan of Care (POC)
12.pdf,12_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_02.jpeg,Plan of Care (POC)
12.pdf,12_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_03.jpeg,RFR Facility
12.pdf,12_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_04.jpeg,Plan of Care (POC)
12.pdf,12_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_05.jpeg,Cognitive Questionnaire MD
12.pdf,12_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_06.jpeg,CCNA
12.pdf,12_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_07.jpeg,CCNA
12.pdf,12_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_08.jpeg,Medication Administration Screen Form
12.pdf,12_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_09.jpeg,Medication Administration Screen Form
12.pdf,12_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_10.jpeg,RFR Facility
12.pdf,12_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_11.jpeg,Cognitive Questionnaire MD
12.pdf,12_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_12.jpeg,Plan of Care (POC)
12.pdf,12_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_13.jpeg,CCNA
12.pdf,12_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_14.jpeg,CCNA
12.pdf,12_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_15.jpeg,Medication Administration Screen Form
12.pdf,12_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_16.jpeg,Medication Administration Screen Form
12.pdf,12_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_17.jpeg,RFR HHC
12.pdf,12_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_18.jpeg,Medication Administration Records (MAR)
12.pdf,12_19.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_19.jpeg,Medication Administration Records (MAR)
12.pdf,12_20.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_20.jpeg,Medication Administration Records (MAR)
12.pdf,12_21.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_21.jpeg,Medication Administration Records (MAR)
12.pdf,12_22.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_22.jpeg,Medication Administration Records (MAR)
12.pdf,12_23.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_23.jpeg,RFR HHC
12.pdf,12_24.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/12/12_24.jpeg,RFR HHC
01.pdf,01_01.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_01.jpeg,Plan of Care (POC)
01.pdf,01_02.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_02.jpeg,Other
01.pdf,01_03.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_03.jpeg,Cognitive Questionnaire MD
01.pdf,01_04.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_04.jpeg,Other
01.pdf,01_05.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_05.jpeg,Cognitive Questionnaire MD
01.pdf,01_06.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_06.jpeg,Other
01.pdf,01_07.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_07.jpeg,MDS
01.pdf,01_08.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_08.jpeg,MDS
01.pdf,01_09.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_09.jpeg,MDS
01.pdf,01_10.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_10.jpeg,MDS
01.pdf,01_11.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_11.jpeg,MDS
01.pdf,01_12.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_12.jpeg,MDS
01.pdf,01_13.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_13.jpeg,MDS
01.pdf,01_14.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_14.jpeg,Plan of Care (POC)
01.pdf,01_15.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_15.jpeg,MDS
01.pdf,01_16.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_16.jpeg,MDS
01.pdf,01_17.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_17.jpeg,MDS
01.pdf,01_18.jpeg,/datadrive/rakesh/illumifin_poc/Data/root_images/01/01_18.jpeg,MDS
