TEXT,LABELS,BOUNDING_BOXES,token_ids,tokenized_text,tokenized_text_label_ids,tokenized_text_label
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
Mi,O,"[100, 65, 185, 96]",101,[CLS],-100,O
Maruti,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[215, 61, 369, 94]",2771,mi,34,O
Trade,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[377, 58, 500, 92]",26280,maru,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
International,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[513, 53, 784, 89]",3775,##ti,-100,O
Mand,O,"[102, 96, 120, 101]",3119,trade,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Exporter,O,"[362, 100, 441, 117]",2248,international,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
of,O,"[446, 100, 466, 114]",2158,man,34,O
Quality,O,"[468, 98, 535, 114]",2094,##d,-100,O
Jute,O,"[540, 96, 576, 113]",9167,export,34,O
Goods,O,"[581, 95, 642, 112]",2121,##er,-100,O
(,O,"[478, 117, 518, 169]",1997,of,34,O
CAP,O,"[489, 114, 560, 168]",3737,quality,34,O
),O,"[546, 116, 583, 168]",18414,ju,34,O
Office,O,"[102, 122, 147, 130]",2618,##te,-100,O
:,O,"[150, 122, 157, 130]",5350,goods,34,O
14,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[102, 135, 117, 148]",1006,(,34,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[118, 135, 122, 147]",6178,cap,34,O
D.C.,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[127, 135, 155, 147]",1007,),34,O
Road,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[162, 135, 197, 147]",2436,office,34,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[197, 135, 198, 147]",1024,:,34,O
Daulatpur,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[207, 132, 274, 147]",2403,14,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[274, 133, 277, 145]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Khulna,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[103, 149, 150, 162]",1040,d,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
-,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[150, 150, 155, 161]",1012,.,-100,O
9202,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[155, 148, 188, 161]",1039,c,-100,O
Bangladesh,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[103, 166, 183, 179]",1012,.,-100,O
.,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[183, 166, 188, 178]",2346,road,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
PROFORMA,O,"[382, 218, 498, 235]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
INVOICE,O,"[505, 216, 595, 233]",4830,da,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
PI,O,"[103, 242, 113, 253]",7068,##ula,-100,O
INVOICE,O,"[118, 241, 175, 253]",25856,##tp,-100,O
NO,O,"[182, 241, 200, 252]",3126,##ur,-100,O
:,O,"[202, 241, 204, 251]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
MTI,S-performa_invoice_no,"[210, 241, 239, 251]",1047,k,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
/,S-performa_invoice_no,"[239, 241, 244, 251]",21886,##hul,-100,O
027,S-performa_invoice_no,"[242, 241, 264, 251]",2532,##na,-100,O
/,S-performa_invoice_no,"[265, 241, 270, 251]",1011,-,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
12-13,S-performa_invoice_no,"[270, 240, 302, 251]",6227,92,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
DT,O,"[321, 240, 339, 250]",2692,##0,-100,O
:,O,"[341, 240, 342, 250]",2475,##2,-100,O
09-08-2012,S-invoice_date,"[349, 238, 418, 250]",7269,bangladesh,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
NOTIFY,O,"[103, 255, 158, 266]",1012,.,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
PARTY,O,"[162, 254, 212, 265]",11268,prof,34,O
:,O,"[210, 255, 217, 264]",2953,##or,-100,O
MMB,S-consinee_name,"[103, 282, 150, 295]",2863,##ma,-100,O
IMPEX,S-consinee_name,"[157, 281, 219, 294]",1999,in,34,O
PVT,S-consinee_name,"[225, 281, 264, 293]",6767,##vo,-100,O
LTD,S-consinee_name,"[270, 281, 307, 291]",6610,##ice,-100,O
.,S-consinee_name,"[311, 281, 316, 291]",14255,pi,34,O
18/1,S-consignee_address,"[105, 299, 132, 312]",1999,in,34,O
",",S-consignee_address,"[135, 299, 138, 311]",6767,##vo,-100,O
MAHARASHI,S-consignee_address,"[143, 297, 249, 312]",6610,##ice,-100,O
DEVENDRA,S-consignee_address,"[254, 295, 352, 309]",2053,no,34,O
ROAD,S-consignee_address,"[356, 294, 406, 308]",1024,:,34,O
",",S-consignee_address,"[406, 295, 411, 307]",11047,mt,9,S-performa_invoice_no
KOLKATA,S-consignee_address,"[105, 314, 188, 325]",2072,##i,-100,O
-,S-consignee_address,"[187, 315, 192, 324]",1013,/,9,S-performa_invoice_no
700007,S-consignee_address,"[193, 313, 247, 324]",6185,02,9,S-performa_invoice_no
",",S-consignee_address,"[247, 314, 250, 322]",2581,##7,-100,O
INDIA,S-consignee_address,"[257, 312, 304, 322]",1013,/,9,S-performa_invoice_no
.,S-consignee_address,"[306, 313, 309, 321]",2260,12,9,S-performa_invoice_no
SHIPPING,O,"[127, 328, 193, 339]",1011,-,-100,O
MARKS,O,"[198, 327, 250, 338]",2410,13,-100,O
MADE,O,"[107, 377, 143, 388]",26718,dt,34,O
IN,O,"[148, 379, 160, 387]",1024,:,34,O
BANGLADESHI,S-country_of_origin_of_goods,"[167, 376, 259, 387]",5641,09,54,S-invoice_date
MILLS,O,"[107, 389, 148, 399]",1011,-,-100,O
NAME,O,"[152, 388, 188, 398]",5511,08,-100,O
MMB,O,"[107, 401, 138, 410]",1011,-,-100,O
IMPEX,O,"[143, 400, 183, 409]",2262,2012,-100,O
PVT,O,"[188, 400, 214, 407]",2025,not,34,O
LTD,O,"[217, 400, 244, 407]",8757,##ify,-100,O
18/1,O,"[108, 413, 127, 423]",2283,party,34,O
MAHARASHI,O,"[133, 412, 214, 423]",1024,:,34,O
DEVENDRA,O,"[108, 423, 178, 434]",3461,mm,17,S-consinee_name
ROAD,O,"[183, 423, 219, 433]",2497,##b,-100,O
",",O,"[222, 423, 225, 431]",17727,imp,17,S-consinee_name
KOL,O,"[229, 423, 255, 431]",10288,##ex,-100,O
-,O,"[257, 423, 262, 431]",26189,pv,17,S-consinee_name
7,O,"[262, 423, 269, 431]",2102,##t,-100,O
",",O,"[269, 423, 272, 431]",5183,ltd,17,S-consinee_name
INDIA,O,"[108, 437, 145, 444]",1012,.,17,S-consinee_name
IEC,O,"[108, 447, 128, 456]",2324,18,8,S-consignee_address
CODE,O,"[133, 447, 170, 455]",1013,/,-100,O
:,O,"[170, 447, 173, 455]",1015,1,-100,O
0110015454,O,"[178, 444, 242, 455]",1010,",",8,S-consignee_address
JUTE,O,"[108, 456, 140, 466]",24404,maha,8,S-consignee_address
YARN,O,"[145, 456, 180, 465]",8180,##ras,-100,O
10,O,"[185, 455, 197, 464]",4048,##hi,-100,O
X,O,"[200, 455, 209, 464]",16475,dev,8,S-consignee_address
IPLY,O,"[214, 455, 247, 464]",19524,##endra,-100,O
DESTINATION,O,"[449, 236, 548, 248]",2346,road,8,S-consignee_address
:,O,"[550, 238, 555, 246]",1010,",",8,S-consignee_address
DESCRIPTION,O,"[386, 324, 486, 336]",13522,kolkata,8,S-consignee_address
OF,O,"[491, 324, 510, 333]",1011,-,8,S-consignee_address
GOODS,O,"[515, 321, 566, 333]",6352,700,8,S-consignee_address
30,S-goods_description,"[292, 363, 306, 375]",8889,##00,-100,O
MT,S-goods_description,"[311, 363, 332, 374]",2581,##7,-100,O
JUTE,S-goods_description,"[336, 363, 371, 374]",1010,",",8,S-consignee_address
YARN,S-goods_description,"[376, 362, 416, 374]",2634,india,8,S-consignee_address
10LBS,S-goods_description,"[423, 362, 461, 373]",1012,.,8,S-consignee_address
/,S-goods_description,"[463, 362, 468, 373]",7829,shipping,34,O
2PLY,S-goods_description,"[466, 361, 501, 373]",6017,marks,34,O
(,S-goods_description,"[506, 361, 511, 372]",2081,made,34,O
HESSIAN,S-goods_description,"[511, 360, 570, 373]",1999,in,34,O
QUALITY,S-goods_description,"[576, 358, 642, 372]",24267,bangladeshi,59,S-country_of_origin_of_goods
),S-goods_description,"[642, 360, 650, 370]",6341,mills,34,O
MAXIMUN,S-goods_description,"[292, 374, 366, 386]",2171,name,34,O
OIL,S-goods_description,"[371, 374, 396, 385]",3461,mm,34,O
CONTENT,S-goods_description,"[401, 373, 466, 385]",2497,##b,-100,O
2,S-goods_description,"[471, 373, 478, 382]",17727,imp,34,O
%,S-goods_description,"[481, 373, 489, 382]",10288,##ex,-100,O
",",S-goods_description,"[491, 373, 494, 382]",26189,pv,34,O
MAXIMUN,S-goods_description,"[500, 372, 570, 382]",2102,##t,-100,O
MOISTURE,S-goods_description,"[576, 370, 650, 382]",5183,ltd,34,O
CONTENT,O,"[294, 387, 361, 399]",2324,18,34,O
14,O,"[367, 388, 379, 398]",1013,/,-100,O
%,O,"[381, 387, 391, 397]",1015,1,-100,O
PACKING,O,"[403, 386, 469, 398]",24404,maha,34,O
:,O,"[471, 386, 473, 395]",8180,##ras,-100,O
WOODEN,S-packaging_description,"[479, 385, 541, 397]",4048,##hi,-100,O
SPOOL,S-packaging_description,"[548, 383, 593, 394]",16475,dev,34,O
",",S-packaging_description,"[595, 385, 598, 394]",19524,##endra,-100,O
"10X10X1,6",S-packaging_description,"[295, 400, 366, 413]",2346,road,34,O
SPOOLS,S-packaging_description,"[371, 399, 424, 412]",1010,",",34,O
PER,S-packaging_description,"[429, 399, 456, 411]",12849,ko,34,O
TRUSS,S-packaging_description,"[461, 398, 505, 411]",2140,##l,-100,O
",",S-packaging_description,"[506, 399, 510, 410]",1011,-,34,O
EACH,S-packaging_description,"[513, 397, 551, 409]",1021,7,34,O
SPOOL,S-packaging_description,"[556, 395, 603, 409]",1010,",",34,O
WRAPPED,S-packaging_description,"[294, 412, 364, 425]",2634,india,34,O
WITH,S-packaging_description,"[369, 412, 406, 423]",24940,iec,34,O
POLYETHYLENE,S-packaging_description,"[411, 411, 523, 423]",3642,code,34,O
PACKED,S-packaging_description,"[530, 409, 588, 422]",1024,:,34,O
IN,S-packaging_description,"[593, 410, 607, 421]",5890,01,34,O
GUNNY,S-packaging_description,"[295, 425, 346, 437]",18613,##100,-100,O
BAGS,S-packaging_description,"[352, 425, 389, 436]",16068,##15,-100,O
STRAP,S-packaging_description,"[394, 424, 439, 436]",19961,##45,-100,O
WITH,S-packaging_description,"[444, 424, 481, 435]",2549,##4,-100,O
JUTE,S-packaging_description,"[486, 424, 520, 434]",18414,ju,34,O
TWINE,S-packaging_description,"[525, 422, 570, 434]",2618,##te,-100,O
AVERAGE,S-packaging_description,"[575, 421, 643, 433]",27158,yarn,34,O
NET,S-packaging_description,"[294, 437, 322, 448]",2184,10,34,O
WEIGHT,S-packaging_description,"[327, 436, 384, 448]",1060,x,34,O
PER,S-packaging_description,"[389, 436, 416, 446]",12997,ip,34,O
SPOOL,S-packaging_description,"[421, 436, 464, 446]",2135,##ly,-100,O
:,S-packaging_description,"[468, 436, 469, 446]",7688,destination,34,O
9-10,S-packaging_description,"[474, 435, 500, 446]",1024,:,34,O
KGS,S-packaging_description,"[505, 435, 533, 444]",6412,description,34,O
DELIVERY,O,"[295, 461, 369, 474]",1997,of,34,O
:,O,"[367, 462, 372, 473]",5350,goods,34,O
WITHIN,S-terms_of_delivery,"[377, 460, 431, 473]",2382,30,27,S-goods_description
AUGUST,S-terms_of_delivery,"[436, 459, 494, 472]",11047,mt,27,S-goods_description
25TH,S-terms_of_delivery,"[498, 460, 525, 471]",18414,ju,27,S-goods_description
2012,S-terms_of_delivery,"[530, 460, 558, 471]",2618,##te,-100,O
.,S-terms_of_delivery,"[556, 460, 563, 471]",27158,yarn,27,S-goods_description
PAYMENT,O,"[295, 474, 366, 486]",2184,10,27,S-goods_description
TERMS,O,"[371, 474, 419, 485]",20850,##lb,-100,O
:,O,"[421, 474, 423, 484]",2015,##s,-100,O
100,S-payment_terms,"[429, 474, 449, 484]",1013,/,27,S-goods_description
%,S-payment_terms,"[451, 474, 461, 484]",1016,2,27,S-goods_description
TT,S-payment_terms,"[469, 474, 484, 484]",22086,##ply,-100,O
ADVANCE,S-payment_terms,"[488, 472, 558, 484]",1006,(,27,S-goods_description
.,S-payment_terms,"[558, 473, 563, 483]",23484,hess,27,S-goods_description
INSURANCE,O,"[295, 486, 379, 498]",2937,##ian,-100,O
:,O,"[381, 486, 384, 496]",3737,quality,27,S-goods_description
AT,O,"[387, 486, 406, 496]",1007,),27,S-goods_description
BUYERS,O,"[413, 485, 469, 497]",20446,maxim,27,S-goods_description
ACCOUNT,O,"[474, 484, 543, 496]",4609,##un,-100,O
.,O,"[543, 485, 550, 495]",3514,oil,27,S-goods_description
OUR,O,"[297, 513, 326, 525]",4180,content,27,S-goods_description
BANK,O,"[331, 513, 371, 523]",1016,2,27,S-goods_description
DETAILS,O,"[377, 510, 439, 523]",1003,%,27,S-goods_description
:,O,"[436, 511, 443, 522]",1010,",",27,S-goods_description
BANKER,O,"[297, 525, 372, 537]",20446,maxim,27,S-goods_description
:,O,"[372, 526, 377, 535]",4609,##un,-100,O
RUPALI,S-beneficiary_bank,"[382, 523, 446, 535]",14098,moisture,27,S-goods_description
BANK,S-beneficiary_bank,"[451, 522, 500, 534]",4180,content,34,O
LIMITED,S-beneficiary_bank,"[506, 522, 575, 534]",2403,14,34,O
",",S-beneficiary_bank,"[576, 523, 581, 533]",1003,%,34,O
DAULATPUR,S-beneficiary_bank_address,"[297, 539, 404, 553]",14743,packing,34,O
CORP,S-beneficiary_bank_address,"[411, 539, 454, 551]",1024,:,34,O
.,S-beneficiary_bank_address,"[456, 539, 458, 551]",4799,wooden,38,S-packaging_description
BRANCH,S-beneficiary_bank_address,"[466, 537, 536, 551]",11867,sp,38,S-packaging_description
",",S-beneficiary_bank_address,"[538, 538, 541, 550]",13669,##ool,-100,O
DAULATPUR,S-beneficiary_bank_address,"[546, 537, 653, 551]",1010,",",38,S-packaging_description
",",S-beneficiary_bank_address,"[653, 537, 658, 549]",2184,10,38,S-packaging_description
KHULNA,S-beneficiary_bank_address,"[297, 553, 372, 568]",2595,##x,-100,O
",",S-beneficiary_bank_address,"[371, 555, 374, 566]",10790,##10,-100,O
BANGLADESH,S-beneficiary_bank_address,"[382, 552, 500, 566]",2595,##x,-100,O
.,S-beneficiary_bank_address,"[501, 553, 505, 565]",2487,##1,-100,O
C,O,"[299, 571, 309, 581]",1010,",",-100,O
/,O,"[309, 570, 316, 580]",1020,6,-100,O
D,O,"[314, 570, 324, 580]",11867,sp,38,S-packaging_description
NO,O,"[331, 570, 356, 580]",13669,##ool,-100,O
.,O,"[359, 570, 362, 580]",2015,##s,-100,O
3095,O,"[367, 570, 401, 580]",2566,per,38,S-packaging_description
.,O,"[403, 570, 408, 580]",24224,truss,38,S-packaging_description
SWIFT,O,"[297, 583, 351, 596]",1010,",",38,S-packaging_description
CODE,O,"[356, 584, 404, 595]",2169,each,38,S-packaging_description
:,O,"[404, 583, 409, 594]",11867,sp,38,S-packaging_description
RUPBBDDH,O,"[414, 582, 508, 595]",13669,##ool,-100,O
M.,S-diclaration_by,"[212, 744, 232, 759]",5058,wrapped,38,S-packaging_description
M.,S-diclaration_by,"[234, 742, 255, 758]",2007,with,38,S-packaging_description
8,S-diclaration_by,"[259, 744, 272, 757]",26572,poly,38,S-packaging_description
IMPEX,S-diclaration_by,"[272, 740, 327, 757]",11031,##eth,-100,O
(,S-diclaration_by,"[331, 740, 339, 753]",12844,##yle,-100,O
P,S-diclaration_by,"[337, 740, 351, 753]",2638,##ne,-100,O
),S-diclaration_by,"[347, 740, 356, 753]",8966,packed,38,S-packaging_description
LTD,S-diclaration_by,"[359, 738, 391, 753]",1999,in,38,S-packaging_description
.,S-diclaration_by,"[389, 738, 397, 751]",22079,gunn,38,S-packaging_description
N.K.Boture,S-signed_by,"[255, 759, 371, 781]",2100,##y,-100,O
.,O,"[372, 760, 384, 775]",8641,bags,38,S-packaging_description
Director,O,"[331, 787, 399, 802]",16195,strap,38,S-packaging_description
(,O,"[299, 650, 304, 660]",2007,with,38,S-packaging_description
IN,O,"[304, 649, 317, 659]",18414,ju,38,S-packaging_description
WORD,O,"[324, 649, 369, 659]",2618,##te,-100,O
USD,O,"[376, 648, 403, 659]",5519,twin,38,S-packaging_description
:,O,"[408, 648, 409, 657]",2063,##e,-100,O
TWENTY,S-total_amount_in_words,"[414, 647, 478, 659]",2779,average,38,S-packaging_description
FOUR,S-total_amount_in_words,"[484, 647, 523, 656]",5658,net,38,S-packaging_description
THOUSAND,S-total_amount_in_words,"[530, 645, 612, 656]",3635,weight,38,S-packaging_description
SIX,S-total_amount_in_words,"[615, 645, 640, 655]",2566,per,38,S-packaging_description
HUNDRED,S-total_amount_in_words,"[301, 661, 372, 671]",11867,sp,38,S-packaging_description
&,S-total_amount_in_words,"[379, 661, 387, 669]",13669,##ool,-100,O
SIXTY,S-total_amount_in_words,"[394, 661, 438, 669]",1024,:,38,S-packaging_description
ONLY,O,"[443, 661, 484, 669]",1023,9,38,S-packaging_description
),O,"[484, 661, 489, 669]",1011,-,-100,O
PETRAPOLE,S-final_destination,"[581, 236, 653, 246]",2184,10,-100,O
PORT,S-final_destination,"[660, 235, 693, 244]",4705,kg,38,S-packaging_description
",",S-final_destination,"[693, 236, 697, 244]",2015,##s,-100,O
KOLKATA,S-final_destination,"[704, 234, 774, 244]",6959,delivery,34,O
.,S-final_destination,"[770, 235, 775, 242]",1024,:,34,O
MMB,S-diclaration_by,"[232, 856, 274, 870]",2306,within,3,S-terms_of_delivery
IMPEX,S-diclaration_by,"[280, 855, 339, 869]",2257,august,3,S-terms_of_delivery
PRIVATE,S-diclaration_by,"[346, 854, 421, 868]",10965,25th,3,S-terms_of_delivery
LIMITED,S-diclaration_by,"[429, 852, 505, 867]",2262,2012,3,S-terms_of_delivery
M.C.,S-signed_by,"[267, 881, 327, 895]",1012,.,3,S-terms_of_delivery
Botme,S-signed_by,"[332, 880, 418, 894]",7909,payment,34,O
.,S-signed_by,"[416, 881, 428, 893]",3408,terms,34,O
Director,O,"[441, 910, 506, 922]",1024,:,34,O
Contact,O,"[704, 112, 755, 122]",2531,100,60,S-payment_terms
:,O,"[757, 112, 764, 120]",1003,%,60,S-payment_terms
Cell,O,"[705, 123, 727, 133]",23746,tt,60,S-payment_terms
:,O,"[745, 123, 750, 132]",5083,advance,60,S-payment_terms
01730,O,"[754, 123, 790, 132]",1012,.,60,S-payment_terms
030602,O,"[795, 122, 841, 132]",5427,insurance,34,O
Phone,O,"[705, 135, 742, 148]",1024,:,34,O
:,O,"[747, 136, 752, 147]",2012,at,34,O
+88,O,"[754, 135, 775, 147]",17394,buyers,34,O
041,O,"[780, 135, 802, 145]",4070,account,34,O
2870105,O,"[807, 132, 859, 145]",1012,.,34,O
Fax,O,"[707, 147, 727, 159]",2256,our,34,O
:,O,"[745, 147, 750, 157]",2924,bank,34,O
+88,O,"[754, 147, 777, 157]",4751,details,34,O
041,O,"[782, 147, 802, 157]",1024,:,34,O
774136,O,"[807, 145, 852, 156]",13448,banker,34,O
E,O,"[707, 160, 715, 172]",1024,:,34,O
-,O,"[714, 159, 717, 171]",21766,ru,53,S-beneficiary_bank
mail,O,"[719, 159, 744, 171]",12952,##pal,-100,O
:,O,"[747, 159, 750, 171]",2072,##i,-100,O
marutitrade@yahoo.com,O,"[754, 157, 901, 172]",2924,bank,53,S-beneficiary_bank
TOTAL,O,"[618, 684, 668, 692]",3132,limited,53,S-beneficiary_bank
UNIT,O,"[682, 320, 715, 328]",1010,",",53,S-beneficiary_bank
PRICE,O,"[722, 320, 765, 327]",4830,da,21,S-beneficiary_bank_address
USD,O,"[682, 370, 709, 382]",7068,##ula,-100,O
.,S-unit,"[712, 372, 715, 381]",25856,##tp,-100,O
822,S-unit,"[719, 370, 740, 381]",3126,##ur,-100,O
/,S-unit,"[740, 370, 745, 380]",13058,corp,21,S-beneficiary_bank_address
MT,S-unit,"[745, 370, 769, 380]",1012,.,21,S-beneficiary_bank_address
CNF,O,"[715, 383, 740, 391]",3589,branch,21,S-beneficiary_bank_address
PETRAPOLE,O,"[687, 392, 767, 401]",1010,",",21,S-beneficiary_bank_address
TOTAL,O,"[806, 319, 854, 327]",4830,da,21,S-beneficiary_bank_address
AMOUNT,O,"[799, 332, 864, 342]",7068,##ula,-100,O
USD,O,"[816, 369, 844, 379]",25856,##tp,-100,O
.,O,"[842, 370, 849, 377]",3126,##ur,-100,O
"24,660.00",O,"[804, 380, 861, 391]",1010,",",21,S-beneficiary_bank_address
USD,S-currency_in_numeric,"[824, 683, 849, 690]",1047,k,21,S-beneficiary_bank_address
.,S-currency_in_numeric,"[852, 683, 856, 690]",21886,##hul,-100,O
"24,660.00",S-total_amount_in_numeric,"[811, 696, 869, 704]",2532,##na,-100,O
AUTHORISED,O,"[652, 736, 762, 750]",1010,",",21,S-beneficiary_bank_address
SIGNATURE,O,"[769, 735, 866, 748]",7269,bangladesh,21,S-beneficiary_bank_address
Maruti,S-diclaration_by,"[680, 763, 724, 776]",1012,.,21,S-beneficiary_bank_address
Trade,S-diclaration_by,"[725, 763, 760, 776]",1039,c,34,O
International,S-diclaration_by,"[759, 763, 841, 776]",1013,/,34,O
Sumes,S-signed_by,"[734, 776, 804, 791]",1040,d,34,O
Sumit,O,"[725, 791, 769, 805]",2053,no,34,O
Agarwal,S-signed_by,"[772, 790, 841, 803]",1012,.,34,O
Proprietor,O,"[779, 803, 839, 813]",25048,309,34,O
 , , ,2629,##5,-100,O
 , , ,1012,.,34,O
 , , ,9170,swift,34,O
 , , ,3642,code,34,O
 , , ,1024,:,34,O
